,data_extract_time,id_leg1,orig_port_code,dest_port_code,depart_date,depart_time,arrive_time,duration_hrs,duration_min,duration_total_min,stops,id_leg2,stops_loc,stops_time,prices_lowfare_USD,prices_lowfareplus_USD,prices_flex_USD,prices_prem_USD,prices_premflex_USD,prices_lowfare_GBP,prices_lowfareplus_GBP,prices_flex_GBP,prices_prem_GBP,prices_premflex_GBP,prices_lowfare_EUR,prices_lowfareplus_EUR,prices_flex_EUR,prices_prem_EUR,prices_premflex_EUR,prices_lowfare_SEK,prices_lowfareplus_SEK,prices_flex_SEK,prices_prem_SEK,prices_premflex_SEK
1,19-05-29 13:44:42,DY7002,JFK,CDG,2019-06-01,22:05,20:50 +1,16.0,45.0,1005.0,1,DY1498,Oslo,7h 0m,,,1424.8,,,,,979.8,,,,,1112.35,,,,,11948.0,,
0,19-05-29 13:45:03,,JFK,CDG,2019-06-02,23:15,12:20 +1,7.0,5.0,425.0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,19-05-29 13:45:03,,JFK,CDG,2019-06-02,23:30,20:00 +1,14.0,30.0,870.0,1,,Oslo,4h 45m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,19-05-29 13:45:03,,JFK,CDG,2019-06-02,21:55,21:20 +1,17.0,25.0,1045.0,1,,Stockholm,7h 0m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,19-05-29 13:45:23,DI7018,JFK,LGW,2019-05-29,22:25,10:25 +1,7.0,0.0,420.0,0,,,,399.9,489.9,759.9,,979.9,284.9,334.9,539.9,,699.9,332.82,402.82,679.36,,875.8,3598.0,4148.0,7328.0,,9442.0
1,19-05-29 13:45:23,DI7016,JFK,LGW,2019-05-29,23:00,11:00 +1,7.0,0.0,420.0,0,,,,399.9,489.9,759.9,564.9,979.9,284.9,334.9,539.9,399.9,699.9,332.82,402.82,679.36,483.78,875.8,3598.0,4148.0,7328.0,5223.0,9442.0
2,19-05-29 13:45:23,DY7012,JFK,LGW,2019-05-29,23:30,18:25 +1,13.0,55.0,835.0,1,D82907,Copenhagen,4h 25m,,,1321.0,,1411.0,,,1066.0,,1139.6,,,1210.06,,1293.5,,,12999.0,,13897.0
3,19-05-29 13:45:23,DY7704,JFK,LGW,2019-05-29,23:55,19:05 +1,14.0,10.0,850.0,1,D86054,Madrid,4h 35m,955.3,1045.3,1188.1,1255.3,1358.1,756.8,806.8,941.2,997.7,1077.7,806.65,876.65,1008.73,1086.65,1178.73,9238.0,9788.0,11502.0,12176.0,13167.0
4,19-05-29 13:45:23,DY7012,JFK,LGW,2019-05-29,23:30,19:55 +1,15.0,25.0,925.0,1,D82909,Copenhagen,5h 50m,,,1243.7,,1333.7,,,1004.9,,1078.5,,,1140.85,,1224.29,,,12254.0,,13152.0
0,19-05-29 13:45:43,DI7014,JFK,LGW,2019-05-30,11:25,23:25,7.0,0.0,420.0,0,,,,399.9,489.9,759.9,,,284.9,334.9,539.9,,,332.82,402.82,679.36,,,3598.0,4148.0,7328.0,,
1,19-05-29 13:45:43,DI7018,JFK,LGW,2019-05-30,22:10,10:10 +1,7.0,0.0,420.0,0,,,,499.9,589.9,759.9,,979.9,354.9,404.9,539.9,,699.9,414.27,484.27,679.36,,875.8,4475.0,5025.0,7328.0,,9442.0
2,19-05-29 13:45:43,DI7016,JFK,LGW,2019-05-30,23:00,11:00 +1,7.0,0.0,420.0,0,,,,449.9,539.9,759.9,,979.9,314.9,364.9,539.9,,699.9,367.72,437.72,679.36,,875.8,3974.0,4524.0,7328.0,,9442.0
3,19-05-29 13:45:43,DY7006,JFK,LGW,2019-05-30,23:30,15:45 +1,11.0,15.0,675.0,1,D82853,Stockholm,1h 0m,1147.9,1237.9,1307.9,1437.9,1437.9,793.0,843.0,888.1,948.7,948.7,902.22,972.22,1010.01,1078.61,1078.61,8884.0,9434.0,9984.0,10684.0,10684.0
4,19-05-29 13:45:43,DY7002,JFK,LGW,2019-05-30,22:05,14:25 +1,11.0,20.0,680.0,1,D82805,Oslo,1h 40m,,,1125.9,,,,,751.8,,,,,853.99,,,,,9168.0,,
5,19-05-29 13:45:43,DY7704,JFK,LGW,2019-05-30,23:55,19:05 +1,14.0,10.0,850.0,1,D86054,Madrid,4h 35m,1021.0,1111.0,1188.1,1191.0,1358.1,811.2,861.2,941.2,947.7,1077.7,859.11,929.11,1008.73,1029.11,1178.73,9892.0,10442.0,11502.0,11557.0,13167.0
6,19-05-29 13:45:43,DY7006,JFK,LGW,2019-05-30,23:30,19:15 +1,14.0,45.0,885.0,1,D82857,Stockholm,4h 30m,1147.9,1237.9,1307.9,1437.9,1437.9,793.0,843.0,888.1,948.7,948.7,902.22,972.22,1010.01,1078.61,1078.61,8884.0,9434.0,9984.0,10684.0,10684.0
7,19-05-29 13:45:43,DY7704,JFK,LGW,2019-05-30,23:55,20:35 +1,15.0,40.0,940.0,1,D88441,Madrid,6h 5m,1033.9,1123.9,1188.1,1203.9,1358.1,821.2,871.2,941.2,957.7,1077.7,870.62,940.62,1008.73,1040.62,1178.73,10015.0,10565.0,11502.0,11680.0,13167.0
8,19-05-29 13:45:43,DY7002,JFK,LGW,2019-05-30,22:05,20:05 +1,17.0,0.0,1020.0,1,D82807,Oslo,7h 20m,,,1185.5,,,,,798.9,,,,,907.37,,,,,9742.0,,
9,19-05-29 13:45:43,DY7006,JFK,LGW,2019-05-30,23:30,22:35 +1,18.0,5.0,1085.0,1,D82859,Stockholm,7h 50m,916.7,1006.7,1307.9,1206.7,1437.9,610.2,660.2,888.1,765.9,948.7,695.11,765.11,1010.01,871.5,1078.61,6884.0,7434.0,9984.0,8684.0,10684.0
0,19-05-29 13:46:02,DI7014,JFK,LGW,2019-05-31,11:15,23:15,7.0,0.0,420.0,0,,,,399.9,489.9,759.9,,,284.9,334.9,539.9,,,332.82,402.82,679.36,,,3598.0,4148.0,7328.0,,
1,19-05-29 13:46:02,DI7018,JFK,LGW,2019-05-31,22:00,10:00 +1,7.0,0.0,420.0,0,,,,559.9,649.9,759.9,,979.9,394.9,444.9,539.9,,699.9,460.81,530.81,679.36,,875.8,4975.0,5525.0,7328.0,,9442.0
2,19-05-29 13:46:02,DI7016,JFK,LGW,2019-05-31,23:00,11:00 +1,7.0,0.0,420.0,0,,,,499.9,589.9,759.9,,979.9,354.9,404.9,539.9,,699.9,414.27,484.27,679.36,,875.8,4475.0,5025.0,7328.0,,9442.0
3,19-05-29 13:46:02,DY7012,JFK,LGW,2019-05-31,22:05,14:25 +1,11.0,20.0,680.0,1,D82903,Copenhagen,1h 50m,,,1243.7,,,,,1004.9,,,,,1140.85,,,,,12254.0,,
4,19-05-29 13:46:02,DY7704,JFK,LGW,2019-05-31,23:55,19:40 +1,14.0,45.0,885.0,1,D86054,Madrid,5h 10m,,,1689.7,,,,,1316.5,,,,,1451.54,,,,,16357.0,,
0,19-05-29 13:46:21,DI7014,JFK,LGW,2019-06-01,12:45,00:45 +1,7.0,0.0,420.0,0,,,,449.9,539.9,759.9,,,314.9,364.9,539.9,,,367.72,437.72,679.36,,,3974.0,4524.0,7328.0,,
1,19-05-29 13:46:21,DI7016,JFK,LGW,2019-06-01,23:00,11:00 +1,7.0,0.0,420.0,0,,,,,,,,1189.9,,,,,849.9,,,,,1063.27,,,,,11459.0
2,19-05-29 13:46:21,DY7002,JFK,LGW,2019-06-01,22:05,14:25 +1,11.0,20.0,680.0,1,D82805,Oslo,1h 40m,,,1255.5,,,,,846.0,,,,,960.75,,,,,10316.0,,
3,19-05-29 13:46:21,,JFK,LGW,2019-06-01,23:55,19:40 +1,14.0,45.0,885.0,1,,Madrid,5h 10m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,19-05-29 13:46:21,,JFK,LGW,2019-06-01,23:55,21:30 +1,16.0,35.0,995.0,1,,Madrid,7h 0m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,19-05-29 13:46:21,DY7002,JFK,LGW,2019-06-01,22:05,20:05 +1,17.0,0.0,1020.0,1,D82807,Oslo,7h 20m,,,1400.9,,,,,960.9,,,,,1091.0,,,,,11718.0,,
0,19-05-29 13:46:41,DI7014,JFK,LGW,2019-06-02,12:45,00:45 +1,7.0,0.0,420.0,0,,,,449.9,539.9,759.9,,979.9,314.9,364.9,539.9,,699.9,367.72,437.72,679.36,,875.8,3974.0,4524.0,7328.0,,9442.0
1,19-05-29 13:46:41,DI7018,JFK,LGW,2019-06-02,22:10,10:10 +1,7.0,0.0,420.0,0,,,,559.9,649.9,829.9,,979.9,394.9,444.9,589.9,,699.9,460.81,530.81,741.82,,875.8,4975.0,5525.0,8000.0,,9442.0
2,19-05-29 13:46:41,DI7016,JFK,LGW,2019-06-02,23:00,11:00 +1,7.0,0.0,420.0,0,,,,449.9,539.9,759.9,,979.9,314.9,364.9,539.9,,699.9,367.72,437.72,679.36,,875.8,3974.0,4524.0,7328.0,,9442.0
3,19-05-29 13:46:41,,JFK,LGW,2019-06-02,21:55,15:45 +1,12.0,50.0,770.0,1,,Stockholm,2h 35m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,19-05-29 13:46:41,,JFK,LGW,2019-06-02,23:55,19:20 +1,14.0,25.0,865.0,1,,Madrid,4h 50m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,19-05-29 13:46:41,DY7012,JFK,LGW,2019-06-02,22:05,18:25 +1,15.0,20.0,920.0,1,D82907,Copenhagen,5h 50m,,,,1246.6,1246.6,,,,1015.4,1015.4,,,,1152.81,1152.81,,,,12382.0,12382.0
6,19-05-29 13:46:41,DY7002,JFK,LGW,2019-06-02,23:30,20:05 +1,15.0,35.0,935.0,1,D82807,Oslo,5h 55m,972.5,1062.5,1055.9,1302.5,1385.9,638.7,688.7,704.7,893.0,959.0,725.88,795.88,800.61,1014.13,1088.86,7789.0,8339.0,8593.0,10891.0,11695.0
7,19-05-29 13:46:41,,JFK,LGW,2019-06-02,21:55,19:15 +1,16.0,20.0,980.0,1,,Stockholm,6h 5m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,19-05-29 13:46:41,DY7012,JFK,LGW,2019-06-02,22:05,19:55 +1,16.0,50.0,1010.0,1,D82909,Copenhagen,7h 15m,,,,1208.6,1246.6,,,,985.4,1015.4,,,,1118.78,1152.81,,,,12016.0,12382.0
0,19-05-29 13:47:00,DI7016,JFK,BCN,2019-05-29,23:00,22:20 +1,17.0,20.0,1040.0,1,D85503,London,8h 20m,769.4,869.4,1129.4,934.4,1349.4,563.5,623.5,818.5,678.5,978.5,657.49,732.49,1004.03,808.45,1200.47,7052.0,7652.0,10782.0,8677.0,12896.0
1,19-05-29 13:47:00,DI7018,JFK,BCN,2019-05-29,22:25,22:20 +1,17.0,55.0,1075.0,1,D85503,London,8h 55m,769.4,869.4,1129.4,1349.4,1349.4,563.5,623.5,818.5,978.5,978.5,657.49,732.49,1004.03,1200.47,1200.47,7052.0,7652.0,10782.0,12896.0,12896.0
2,19-05-29 13:47:00,DY7012,JFK,BCN,2019-05-29,23:30,23:25 +1,17.0,55.0,1075.0,1,D85575,Copenhagen,7h 30m,1046.4,1146.4,1392.5,1136.4,1482.5,848.9,908.9,1122.5,922.5,1196.1,964.09,1039.09,1274.12,1047.53,1357.56,10351.0,10951.0,13688.0,11249.0,14586.0
0,19-05-29 13:47:20,,JFK,BCN,2019-05-30,22:10,14:20 +1,10.0,10.0,610.0,1,,London,1h 10m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,19-05-29 13:47:20,,JFK,BCN,2019-05-30,22:05,16:00 +1,11.0,55.0,715.0,1,,Oslo,1h 15m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,19-05-29 13:47:20,,JFK,BCN,2019-05-30,23:30,19:15 +1,13.0,45.0,825.0,1,,Stockholm,2h 40m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,19-05-29 13:47:20,DI7016,JFK,BCN,2019-05-30,23:00,22:20 +1,17.0,20.0,1040.0,1,D85503,London,8h 20m,922.2,1022.2,1232.2,1452.2,1452.2,673.5,733.5,898.5,1058.5,1058.5,784.47,859.47,1096.11,1292.55,1292.55,8419.0,9019.0,11773.0,13887.0,13887.0
0,19-05-29 13:47:39,DY7006,JFK,BCN,2019-05-31,21:55,16:00 +1,12.0,5.0,725.0,1,D85551,Stockholm,1h 0m,,,,1058.7,1285.1,,,,648.9,827.9,,,,738.91,941.76,,,,7431.0,9431.0
1,19-05-29 13:47:39,DI7016,JFK,BCN,2019-05-31,23:00,22:20 +1,17.0,20.0,1040.0,1,D85503,London,8h 20m,638.1,738.1,1065.1,1118.1,1285.1,453.5,513.5,767.8,798.5,927.8,531.77,606.77,946.48,993.3,1142.92,5699.0,6299.0,10163.0,10666.0,12277.0
2,19-05-29 13:47:39,DY7012,JFK,BCN,2019-05-31,22:05,23:25 +1,19.0,20.0,1160.0,1,D85575,Copenhagen,8h 55m,1014.9,1114.9,1392.5,,,824.1,884.1,1122.5,,,935.91,1010.91,1274.12,,,10048.0,10648.0,13688.0,,
0,19-05-29 13:47:59,DI7014,JFK,BCN,2019-06-01,12:45,09:25 +1,14.0,40.0,880.0,1,D82432,London,5h 40m,588.1,688.1,1065.1,,,413.5,473.5,767.8,,,485.22,560.22,946.48,,,5198.0,5798.0,10163.0,,
1,19-05-29 13:47:59,DY7002,JFK,BCN,2019-06-01,22:05,23:20 +1,19.0,15.0,1155.0,1,D85523,Oslo,8h 35m,1039.8,1139.8,1239.9,,,675.5,735.5,833.6,,,767.52,842.52,946.77,,,8237.0,8837.0,10166.0,,
0,19-05-29 13:48:18,,JFK,BCN,2019-06-02,21:55,16:00 +1,12.0,5.0,725.0,1,,Stockholm,1h 0m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,19-05-29 13:48:18,DI7014,JFK,BCN,2019-06-02,12:45,09:50 +1,15.0,5.0,905.0,1,D82432,London,6h 5m,562.4,662.4,1065.1,1092.4,1285.1,393.5,453.5,767.8,778.5,927.8,462.2,537.2,946.48,970.28,1142.92,4951.0,5551.0,10163.0,10419.0,12277.0
2,19-05-29 13:48:18,,JFK,BCN,2019-06-02,21:55,19:15 +1,15.0,20.0,920.0,1,,Stockholm,4h 15m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,19-05-29 13:48:18,DI7016,JFK,BCN,2019-06-02,23:00,22:20 +1,17.0,20.0,1040.0,1,D85503,London,8h 20m,523.8,623.8,1065.1,1053.8,1285.1,362.8,422.8,767.8,747.8,927.8,427.67,502.67,946.48,935.75,1142.92,4579.0,5179.0,10163.0,10047.0,12277.0
4,19-05-29 13:48:18,,JFK,BCN,2019-06-02,22:05,23:25 +1,19.0,20.0,1160.0,1,,Copenhagen,8h 55m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
