,data_extract_time,id_leg1,orig_port_code,dest_port_code,depart_date,depart_time,arrive_time,duration_total_min,stops,id_leg2,stops_loc,stops_time,prices_lowfare,prices_lowfareplus,prices_flex,prices_prem,prices_premflex
2,19-05-23 13:05:48,DI7096,LAX,ARN,08/03/19,19:30,19:45 +1,915,1,DY4456,London,2h 35m,454.8,544.8,1106.3,1154.8,1236.3
3,19-05-23 13:05:48,DY7108,LAX,ARN,08/03/19,18:25,20:50 +1,1045,1,D85552,Barcelona,2h 55m,612,702,1397.8,1152,1597.8
4,19-05-23 13:05:48,DI7096,LAX,ARN,08/03/19,19:30,23:50 +1,1160,1,D82858,London,6h 40m,443.1,533.1,1106.3,1143.1,1236.3
5,19-05-23 13:05:48,DY7098,LAX,ARN,08/03/19,20:00,00:40 +2,1180,1,DY4314,Paris,6h 30m,473.7,563.7,1229.3,983.7,1429.3
0,19-05-23 13:05:48,DY7084,LAX,ARN,08/04/19,20:30,19:00 +1,810,1,DY822,Oslo,2h 15m,516,606,1015.1,1576,1645.1
1,19-05-23 13:05:48,DI7096,LAX,ARN,08/04/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,391.4,481.4,1106.3,1131.4,1236.3
2,19-05-23 13:05:48,DY7110,LAX,ARN,08/04/19,20:00,21:05 +1,965,1,D85552,Barcelona,1h 35m,438.7,528.7,1397.8,1038.7,1597.8
3,19-05-23 13:05:48,DY7098,LAX,ARN,08/04/19,22:15,00:40 +2,1045,1,DY4314,Paris,4h 15m,462.1,552.1,1229.3,972.1,1429.3
4,19-05-23 13:05:48,DI7096,LAX,ARN,08/04/19,19:30,23:15 +1,1125,1,D82858,London,6h 0m,368.2,458.2,1013.1,1108.2,1143.1
0,19-05-23 13:05:48,DI7096,LAX,ARN,08/05/19,19:40,20:20 +1,940,1,D82856,London,3h 0m,391.4,481.4,1106.3,1131.4,1236.3
1,19-05-23 13:05:48,DY7110,LAX,ARN,08/05/19,20:00,21:05 +1,965,1,D85552,Barcelona,1h 35m,476.1,566.1,1397.8,1326.1,1597.8
2,19-05-23 13:05:48,DY7092,LAX,ARN,08/05/19,18:00,20:10 +1,1030,1,D8231,Copenhagen,5h 20m,443.7,533.7,1056.5,1293.7,1386.5
3,19-05-23 13:05:48,DY7098,LAX,ARN,08/05/19,22:15,00:40 +2,1045,1,DY4314,Paris,4h 15m,387.4,477.4,1229.3,937.4,1429.3
4,19-05-23 13:05:48,DI7096,LAX,ARN,08/05/19,19:40,23:15 +1,1115,1,D82858,London,5h 55m,356.5,446.5,1013.1,1096.5,1143.1
0,19-05-23 13:05:48,DY7088,LAX,ARN,08/06/19,18:50,14:25 +1,635,0,,,,389.9,479.9,859.9,,1189.9
1,19-05-23 13:05:48,DI7096,LAX,ARN,08/06/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,368.2,458.2,1013.1,818.2,1143.1
2,19-05-23 13:05:48,DI7096,LAX,ARN,08/06/19,19:30,23:15 +1,1125,1,D82858,London,6h 5m,368.2,458.2,1013.1,818.2,1143.1
3,19-05-23 13:05:48,DY7098,LAX,ARN,08/06/19,20:00,00:40 +2,1180,1,DY4314,Paris,6h 30m,387.4,477.4,1229.3,937.4,1429.3
0,19-05-23 13:05:48,DY7084,LAX,ARN,08/07/19,19:40,19:00 +1,860,1,DY822,Oslo,3h 5m,466,556,1015.1,1276,1345.1
1,19-05-23 13:05:48,DI7096,LAX,ARN,08/07/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,379.8,469.8,1106.3,1119.8,1236.3
2,19-05-23 13:05:48,DY7098,LAX,ARN,08/07/19,22:15,00:40 +2,1045,1,DY4314,Paris,4h 15m,351.6,441.6,1229.3,931.6,1429.3
3,19-05-23 13:05:48,DI7096,LAX,ARN,08/07/19,19:30,23:15 +1,1125,1,D82858,London,6h 5m,379.8,469.8,1106.3,1119.8,1236.3
0,19-05-23 13:05:48,DY7088,LAX,ARN,08/08/19,15:45,11:20 +1,635,0,,,,389.9,479.9,859.9,,1189.9
1,19-05-23 13:05:48,DI7096,LAX,ARN,08/08/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,443.1,533.1,1106.3,1143.1,1236.3
2,19-05-23 13:05:48,DI7096,LAX,ARN,08/08/19,19:30,23:15 +1,1125,1,D82858,London,6h 5m,419.8,509.8,1106.3,1119.8,1236.3
3,19-05-23 13:05:48,DY7098,LAX,ARN,08/08/19,20:00,00:40 +2,1180,1,DY4314,Paris,6h 30m,490.5,580.5,1229.3,1510.5,1649.3
4,19-05-23 13:05:48,DY7108,LAX,ARN,08/08/19,16:35,22:55 +1,1280,1,D85522,Barcelona,5h 0m,536.1,626.1,1397.8,1326.1,1597.8
5,19-05-23 13:05:48,DY7108,LAX,ARN,08/08/19,16:35,23:45 +1,1330,1,DY4254,Barcelona,7h 40m,604,694,1397.8,1394,1597.8
0,19-05-23 13:05:48,DI7096,LAX,ARN,08/09/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,544.8,634.8,1106.3,1154.8,1236.3
1,19-05-23 13:05:48,DY7110,LAX,ARN,08/09/19,20:00,21:05 +1,965,1,D85552,Barcelona,1h 35m,581.4,671.4,1397.8,1371.4,1597.8
0,19-05-23 13:05:48,DY7088,LAX,ARN,08/10/19,18:00,13:35 +1,635,0,,,,479.9,569.9,859.9,,1189.9
1,19-05-23 13:05:48,DI7094,LAX,ARN,08/10/19,23:55,23:50 +1,895,1,D82858,London,2h 15m,419.8,509.8,1106.3,829.8,1236.3
2,19-05-23 13:05:48,DI7096,LAX,ARN,08/10/19,19:30,19:45 +1,915,1,DY4456,London,2h 35m,454.8,544.8,1106.3,1154.8,1236.3
3,19-05-23 13:05:48,DY7108,LAX,ARN,08/10/19,18:25,20:50 +1,1045,1,D85552,Barcelona,2h 55m,589.3,679.3,1397.8,1439.3,1597.8
4,19-05-23 13:05:48,DI7096,LAX,ARN,08/10/19,19:30,23:50 +1,1160,1,D82858,London,6h 40m,419.8,509.8,1106.3,1119.8,1236.3
5,19-05-23 13:05:48,DY7098,LAX,ARN,08/10/19,20:00,00:40 +2,1180,1,DY4314,Paris,6h 30m,461.6,551.6,1229.3,1261.6,1429.3
0,19-05-23 13:05:48,DY7084,LAX,ARN,08/11/19,20:30,19:00 +1,810,1,DY822,Oslo,2h 15m,516,606,1015.1,976,1345.1
1,19-05-23 13:05:48,DY7084,LAX,ARN,08/11/19,20:30,20:30 +1,900,1,DY4122,Oslo,3h 45m,516,606,1015.1,976,1345.1
2,19-05-23 13:05:48,DI7096,LAX,ARN,08/11/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,431.4,521.4,1106.3,841.4,1236.3
3,19-05-23 13:05:48,DY7110,LAX,ARN,08/11/19,20:00,21:05 +1,965,1,D85552,Barcelona,1h 35m,513.4,603.4,1397.8,1303.4,1597.8
4,19-05-23 13:05:48,DY7098,LAX,ARN,08/11/19,22:15,00:40 +2,1045,1,DY4314,Paris,4h 15m,404.3,494.3,1229.3,1244.3,1429.3
5,19-05-23 13:05:48,DI7096,LAX,ARN,08/11/19,19:30,23:15 +1,1125,1,D82858,London,6h 0m,396.5,486.5,1013.1,806.5,1143.1
6,19-05-23 13:05:48,DY7110,LAX,ARN,08/11/19,20:00,23:45 +1,1125,1,DY4254,Barcelona,4h 15m,524.7,614.7,1397.8,1314.7,1597.8
0,19-05-23 13:05:48,DY7092,LAX,ARN,08/12/19,18:00,17:05 +1,845,1,DY4162,Copenhagen,2h 15m,443.7,533.7,1056.5,1293.7,1386.5
1,19-05-23 13:05:48,DY7092,LAX,ARN,08/12/19,18:00,18:20 +1,920,1,D83212,Copenhagen,3h 30m,443.7,533.7,1056.5,1293.7,1386.5
2,19-05-23 13:05:48,DI7096,LAX,ARN,08/12/19,19:40,20:20 +1,940,1,D82856,London,3h 0m,396.5,486.5,1013.1,1096.5,1143.1
3,19-05-23 13:05:48,DY7110,LAX,ARN,08/12/19,20:00,21:05 +1,965,1,D85552,Barcelona,1h 35m,453.4,543.4,1397.8,1303.4,1597.8
4,19-05-23 13:05:48,DY7092,LAX,ARN,08/12/19,18:00,20:10 +1,1030,1,D8231,Copenhagen,5h 20m,443.7,533.7,1056.5,1293.7,1386.5
5,19-05-23 13:05:48,DY7098,LAX,ARN,08/12/19,22:15,00:40 +2,1045,1,DY4314,Paris,4h 15m,478.4,568.4,1229.3,908.4,1429.3
6,19-05-23 13:05:48,DI7096,LAX,ARN,08/12/19,19:40,23:15 +1,1115,1,D82858,London,5h 55m,378.8,468.8,1013.1,1078.8,1143.1
0,19-05-23 13:05:48,DY7088,LAX,ARN,08/13/19,18:50,14:25 +1,635,0,,,,339.9,429.9,859.9,889.9,1189.9
1,19-05-23 13:05:48,DI7096,LAX,ARN,08/13/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,408.2,498.2,1013.1,1108.2,1143.1
2,19-05-23 13:05:48,DI7096,LAX,ARN,08/13/19,19:30,23:15 +1,1125,1,D82858,London,6h 5m,396.5,486.5,1013.1,1096.5,1143.1
3,19-05-23 13:05:48,DY7098,LAX,ARN,08/13/19,20:00,00:40 +2,1180,1,DY4314,Paris,6h 30m,404.3,494.3,1229.3,1244.3,1429.3
0,19-05-23 13:05:48,DY7084,LAX,ARN,08/14/19,19:40,17:30 +1,770,1,DY4116,Oslo,1h 35m,426,516,1015.1,1276,1345.1
1,19-05-23 13:05:48,DY7084,LAX,ARN,08/14/19,19:40,19:00 +1,860,1,DY822,Oslo,3h 5m,426,516,1015.1,1276,1345.1
2,19-05-23 13:05:48,DI7096,LAX,ARN,08/14/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,509.8,599.8,1106.3,1119.8,1236.3
3,19-05-23 13:05:48,DY7084,LAX,ARN,08/14/19,19:40,20:30 +1,950,1,DY4122,Oslo,4h 35m,426,516,1015.1,1276,1345.1
4,19-05-23 13:05:48,DY7098,LAX,ARN,08/14/19,22:15,00:40 +2,1045,1,DY4314,Paris,4h 15m,518.4,608.4,1229.3,1238.4,1429.3
5,19-05-23 13:05:48,DI7096,LAX,ARN,08/14/19,19:30,23:15 +1,1125,1,D82858,London,6h 5m,498.2,588.2,1013.1,1108.2,1143.1
0,19-05-23 13:05:48,DY7088,LAX,ARN,08/15/19,15:45,11:20 +1,635,0,,,,389.9,479.9,859.9,,1189.9
1,19-05-23 13:05:48,DI7096,LAX,ARN,08/15/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,521.4,611.4,1106.3,1131.4,1236.3
2,19-05-23 13:05:48,DI7096,LAX,ARN,08/15/19,19:30,23:15 +1,1125,1,D82858,London,6h 5m,486.5,576.5,1013.1,1096.5,1143.1
3,19-05-23 13:05:48,DY7098,LAX,ARN,08/15/19,20:00,00:40 +2,1180,1,DY4314,Paris,6h 30m,608.4,698.4,1229.3,1238.4,1429.3
4,19-05-23 13:05:48,DY7108,LAX,ARN,08/15/19,16:35,22:55 +1,1280,1,D85522,Barcelona,5h 0m,584.7,674.7,1397.8,1634.7,1917.8
5,19-05-23 13:05:48,DY7108,LAX,ARN,08/15/19,16:35,23:45 +1,1330,1,DY4254,Barcelona,7h 40m,596.1,686.1,1397.8,1646.1,1917.8
0,19-05-23 13:05:48,DI7096,LAX,ARN,08/16/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,533.1,623.1,1106.3,1143.1,1236.3
1,19-05-23 13:05:48,DY7110,LAX,ARN,08/16/19,20:00,21:05 +1,965,1,D85552,Barcelona,1h 35m,562.1,652.1,1397.8,1292.1,1597.8
0,19-05-23 13:05:48,DY7088,LAX,ARN,08/17/19,18:00,13:35 +1,635,0,,,,389.9,479.9,859.9,,1189.9
1,19-05-23 13:05:48,DI7094,LAX,ARN,08/17/19,23:55,23:50 +1,895,1,D82858,London,2h 15m,469.8,559.8,1106.3,1119.8,1236.3
2,19-05-23 13:05:48,DI7096,LAX,ARN,08/17/19,19:30,19:45 +1,915,1,DY4456,London,2h 35m,504.8,594.8,1106.3,1154.8,1236.3
3,19-05-23 13:05:48,DY7108,LAX,ARN,08/17/19,18:25,20:50 +1,1045,1,D85552,Barcelona,2h 55m,581.4,671.4,1397.8,1691.4,1917.8
4,19-05-23 13:05:48,DI7096,LAX,ARN,08/17/19,19:30,23:50 +1,1160,1,D82858,London,6h 40m,469.8,559.8,1106.3,1119.8,1236.3
5,19-05-23 13:05:48,DY7098,LAX,ARN,08/17/19,20:00,00:40 +2,1180,1,DY4314,Paris,6h 30m,535.9,625.9,1229.3,925.9,1429.3
0,19-05-23 13:05:48,DY7084,LAX,ARN,08/18/19,20:30,19:00 +1,810,1,DY822,Oslo,2h 15m,466,556,1015.1,1276,1345.1
1,19-05-23 13:05:48,DY7084,LAX,ARN,08/18/19,20:30,20:30 +1,900,1,DY4122,Oslo,3h 45m,466,556,1015.1,1276,1345.1
2,19-05-23 13:05:48,DI7096,LAX,ARN,08/18/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,481.4,571.4,1106.3,1131.4,1236.3
3,19-05-23 13:05:48,DY7110,LAX,ARN,08/18/19,20:00,21:05 +1,965,1,D85552,Barcelona,1h 35m,610.8,700.8,1397.8,1600.8,1917.8
4,19-05-23 13:05:48,DY7098,LAX,ARN,08/18/19,22:15,00:40 +2,1045,1,DY4314,Paris,4h 15m,478.4,568.4,1229.3,1238.4,1429.3
5,19-05-23 13:05:48,DI7096,LAX,ARN,08/18/19,19:30,23:15 +1,1125,1,D82858,London,6h 0m,446.5,536.5,1013.1,1096.5,1143.1
6,19-05-23 13:05:48,DY7110,LAX,ARN,08/18/19,20:00,23:45 +1,1125,1,DY4254,Barcelona,4h 15m,622.1,712.1,1397.8,1612.1,1917.8
0,19-05-23 13:05:48,DY7092,LAX,ARN,08/19/19,18:00,17:05 +1,845,1,DY4162,Copenhagen,2h 15m,398.7,488.7,1056.5,993.7,1386.5
1,19-05-23 13:05:48,DY7092,LAX,ARN,08/19/19,18:00,18:20 +1,920,1,D83212,Copenhagen,3h 30m,398.7,488.7,1056.5,993.7,1386.5
2,19-05-23 13:05:48,DI7096,LAX,ARN,08/19/19,19:40,20:20 +1,940,1,D82856,London,3h 0m,428.8,518.8,1013.1,1078.8,1143.1
3,19-05-23 13:05:48,DY7110,LAX,ARN,08/19/19,20:00,21:05 +1,965,1,D85552,Barcelona,1h 35m,610.8,700.8,1397.8,1280.8,1597.8
4,19-05-23 13:05:48,DY7092,LAX,ARN,08/19/19,18:00,20:10 +1,1030,1,D8231,Copenhagen,5h 20m,398.7,488.7,1056.5,993.7,1386.5
5,19-05-23 13:05:48,DY7098,LAX,ARN,08/19/19,22:15,00:40 +2,1045,1,DY4314,Paris,4h 15m,478.4,568.4,1229.3,1238.4,1429.3
6,19-05-23 13:05:48,DI7096,LAX,ARN,08/19/19,19:40,23:15 +1,1115,1,D82858,London,5h 55m,428.8,518.8,1013.1,1078.8,1143.1
0,19-05-23 13:05:48,DY7088,LAX,ARN,08/20/19,18:50,14:25 +1,635,0,,,,339.9,429.9,859.9,,1189.9
1,19-05-23 13:05:48,DI7096,LAX,ARN,08/20/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,468.8,558.8,1013.1,1078.8,1143.1
2,19-05-23 13:05:48,DI7096,LAX,ARN,08/20/19,19:30,23:15 +1,1125,1,D82858,London,6h 5m,468.8,558.8,1013.1,1078.8,1143.1
3,19-05-23 13:05:48,DY7098,LAX,ARN,08/20/19,20:00,00:40 +2,1180,1,DY4314,Paris,6h 30m,518.4,608.4,1229.3,1238.4,1429.3
0,19-05-23 13:05:48,DY7084,LAX,ARN,08/21/19,19:40,17:30 +1,770,1,DY4116,Oslo,1h 35m,426,516,1015.1,1276,1345.1
1,19-05-23 13:05:48,DY7084,LAX,ARN,08/21/19,19:40,19:00 +1,860,1,DY822,Oslo,3h 5m,447.5,537.5,1015.1,1297.5,1345.1
2,19-05-23 13:05:48,DI7096,LAX,ARN,08/21/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,518.8,608.8,1013.1,1078.8,1143.1
3,19-05-23 13:05:48,DY7084,LAX,ARN,08/21/19,19:40,20:30 +1,950,1,DY4122,Oslo,4h 35m,426,516,1015.1,1276,1345.1
4,19-05-23 13:05:48,DY7098,LAX,ARN,08/21/19,22:15,00:40 +2,1045,1,DY4314,Paris,4h 15m,558.4,648.4,1229.3,908.4,1429.3
5,19-05-23 13:05:48,DI7096,LAX,ARN,08/21/19,19:30,23:15 +1,1125,1,D82858,London,6h 5m,518.8,608.8,1013.1,1078.8,1143.1
0,19-05-23 13:05:48,DY7088,LAX,ARN,08/22/19,15:45,11:20 +1,635,0,,,,339.9,429.9,859.9,,1189.9
1,19-05-23 13:05:48,DI7096,LAX,ARN,08/22/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,548.2,638.2,1013.1,1388.2,1423.1
2,19-05-23 13:05:48,DI7096,LAX,ARN,08/22/19,19:30,23:15 +1,1125,1,D82858,London,6h 5m,536.5,626.5,1013.1,1376.5,1423.1
3,19-05-23 13:05:48,DY7098,LAX,ARN,08/22/19,20:00,00:40 +2,1180,1,DY4314,Paris,6h 30m,608.4,698.4,1229.3,908.4,1429.3
4,19-05-23 13:05:48,DY7108,LAX,ARN,08/22/19,16:35,22:55 +1,1280,1,D85522,Barcelona,5h 0m,550.8,640.8,1397.8,1600.8,1917.8
5,19-05-23 13:05:48,DY7108,LAX,ARN,08/22/19,16:35,23:45 +1,1330,1,DY4254,Barcelona,7h 40m,550.8,640.8,1397.8,1600.8,1917.8
0,19-05-23 13:05:48,DI7096,LAX,ARN,08/23/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,536.5,626.5,1013.1,1096.5,1143.1
1,19-05-23 13:05:48,DY7110,LAX,ARN,08/23/19,20:00,21:05 +1,965,1,D85552,Barcelona,1h 35m,670.8,760.8,1397.8,1280.8,1597.8
0,19-05-23 13:05:48,DY7088,LAX,ARN,08/24/19,18:00,13:35 +1,635,0,,,,339.9,429.9,859.9,,1489.9
1,19-05-23 13:05:48,DI7096,LAX,ARN,08/24/19,19:30,19:45 +1,915,1,DY4456,London,2h 35m,594.8,684.8,1106.3,1154.8,1236.3
2,19-05-23 13:05:48,DY7108,LAX,ARN,08/24/19,18:25,20:50 +1,1045,1,D85552,Barcelona,2h 55m,678.7,768.7,1397.8,1668.7,1917.8
3,19-05-23 13:05:48,DI7096,LAX,ARN,08/24/19,19:30,23:50 +1,1160,1,D82858,London,6h 40m,559.8,649.8,1106.3,1119.8,1236.3
4,19-05-23 13:05:48,DY7098,LAX,ARN,08/24/19,20:00,00:40 +2,1180,1,DY4314,Paris,6h 30m,675.9,765.9,1229.3,925.9,1429.3
0,19-05-23 13:05:48,DY7084,LAX,ARN,08/25/19,20:30,19:00 +1,810,1,DY822,Oslo,2h 15m,426,516,1015.1,1276,1345.1
1,19-05-23 13:05:48,DY7084,LAX,ARN,08/25/19,20:30,20:30 +1,900,1,DY4122,Oslo,3h 45m,426,516,1015.1,1276,1345.1
2,19-05-23 13:05:48,DI7096,LAX,ARN,08/25/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,571.4,661.4,1106.3,1131.4,1236.3
3,19-05-23 13:05:48,DY7110,LAX,ARN,08/25/19,20:00,21:05 +1,965,1,D85552,Barcelona,1h 35m,550.8,640.8,1397.8,1600.8,1917.8
4,19-05-23 13:05:48,DY7098,LAX,ARN,08/25/19,22:15,00:40 +2,1045,1,DY4314,Paris,4h 15m,658.4,748.4,1229.3,908.4,1429.3
5,19-05-23 13:05:48,DI7096,LAX,ARN,08/25/19,19:30,23:15 +1,1125,1,D82858,London,6h 0m,518.8,608.8,1013.1,1078.8,1143.1
6,19-05-23 13:05:48,DY7110,LAX,ARN,08/25/19,20:00,23:45 +1,1125,1,DY4254,Barcelona,4h 15m,550.8,640.8,1397.8,1600.8,1917.8
0,19-05-23 13:05:48,DY7092,LAX,ARN,08/26/19,18:00,17:05 +1,845,1,DY4162,Copenhagen,2h 15m,443.7,533.7,1056.5,1293.7,1386.5
1,19-05-23 13:05:48,DY7092,LAX,ARN,08/26/19,18:00,18:20 +1,920,1,D83212,Copenhagen,3h 30m,443.7,533.7,1056.5,1293.7,1386.5
2,19-05-23 13:05:48,DI7096,LAX,ARN,08/26/19,19:40,20:20 +1,940,1,D82856,London,3h 0m,468.8,558.8,1013.1,1078.8,1143.1
3,19-05-23 13:05:48,DY7110,LAX,ARN,08/26/19,20:00,21:05 +1,965,1,D85552,Barcelona,1h 35m,610.8,700.8,1397.8,1600.8,1917.8
4,19-05-23 13:05:48,DY7092,LAX,ARN,08/26/19,18:00,20:10 +1,1030,1,D8231,Copenhagen,5h 20m,443.7,533.7,1056.5,1293.7,1386.5
5,19-05-23 13:05:48,DY7098,LAX,ARN,08/26/19,22:15,00:40 +2,1045,1,DY4314,Paris,4h 15m,558.4,648.4,1229.3,908.4,1429.3
6,19-05-23 13:05:48,DI7096,LAX,ARN,08/26/19,19:40,23:15 +1,1115,1,D82858,London,5h 55m,468.8,558.8,1013.1,1078.8,1143.1
0,19-05-23 13:05:48,DY7088,LAX,ARN,08/27/19,18:50,14:25 +1,635,0,,,,339.9,429.9,859.9,889.9,1189.9
1,19-05-23 13:05:48,DI7096,LAX,ARN,08/27/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,468.8,558.8,1013.1,1078.8,1143.1
2,19-05-23 13:05:48,DI7096,LAX,ARN,08/27/19,19:30,23:15 +1,1125,1,D82858,London,6h 5m,468.8,558.8,1013.1,1078.8,1143.1
3,19-05-23 13:05:48,DY7098,LAX,ARN,08/27/19,20:00,00:40 +2,1180,1,DY4314,Paris,6h 30m,558.4,648.4,1229.3,908.4,1429.3
0,19-05-23 13:05:48,DY7084,LAX,ARN,08/28/19,19:40,17:30 +1,770,1,DY4116,Oslo,1h 35m,426,516,1015.1,1276,1345.1
1,19-05-23 13:05:48,DY7084,LAX,ARN,08/28/19,19:40,19:00 +1,860,1,DY822,Oslo,3h 5m,441.5,531.5,1015.1,1291.5,1345.1
2,19-05-23 13:05:48,DI7096,LAX,ARN,08/28/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,518.8,608.8,1013.1,1358.8,1423.1
3,19-05-23 13:05:48,DY7084,LAX,ARN,08/28/19,19:40,20:30 +1,950,1,DY4122,Oslo,4h 35m,426,516,1015.1,1276,1345.1
4,19-05-23 13:05:48,DY7098,LAX,ARN,08/28/19,22:15,00:40 +2,1045,1,DY4314,Paris,4h 15m,478.4,568.4,1229.3,1238.4,1429.3
5,19-05-23 13:05:48,DI7096,LAX,ARN,08/28/19,19:30,23:15 +1,1125,1,D82858,London,6h 5m,518.8,608.8,1013.1,1358.8,1423.1
0,19-05-23 13:05:48,DY7088,LAX,ARN,08/29/19,15:45,11:20 +1,635,0,,,,389.9,479.9,859.9,,1189.9
1,19-05-23 13:05:48,DI7096,LAX,ARN,08/29/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,518.8,608.8,1013.1,1078.8,1143.1
2,19-05-23 13:05:48,DI7096,LAX,ARN,08/29/19,19:30,23:15 +1,1125,1,D82858,London,6h 5m,536.5,626.5,1013.1,1096.5,1143.1
3,19-05-23 13:05:48,DY7098,LAX,ARN,08/29/19,20:00,00:40 +2,1180,1,DY4314,Paris,6h 30m,558.4,648.4,1229.3,1458.4,1649.3
4,19-05-23 13:05:48,DY7108,LAX,ARN,08/29/19,16:35,22:55 +1,1280,1,D85522,Barcelona,5h 0m,730.8,820.8,1397.8,1280.8,1597.8
5,19-05-23 13:05:48,DY7108,LAX,ARN,08/29/19,16:35,23:45 +1,1330,1,DY4254,Barcelona,7h 40m,730.8,820.8,1397.8,1280.8,1597.8
0,19-05-23 13:05:48,DI7096,LAX,ARN,08/30/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,588.8,678.8,1013.1,1078.8,1143.1
1,19-05-23 13:05:48,DY7110,LAX,ARN,08/30/19,20:00,21:05 +1,965,1,D85552,Barcelona,1h 35m,670.8,760.8,1397.8,1600.8,1917.8
0,19-05-23 13:05:48,DY7088,LAX,ARN,08/31/19,18:00,13:35 +1,635,0,,,,389.9,479.9,859.9,,1189.9
1,19-05-23 13:05:48,DI7096,LAX,ARN,08/31/19,19:30,19:45 +1,915,1,DY4456,London,2h 35m,594.8,684.8,1106.3,1154.8,1236.3
2,19-05-23 13:05:48,DY7108,LAX,ARN,08/31/19,18:25,20:50 +1,1045,1,D85552,Barcelona,2h 55m,761.4,851.4,1397.8,1691.4,1917.8
3,19-05-23 13:05:48,DI7096,LAX,ARN,08/31/19,19:30,23:50 +1,1160,1,D82858,London,6h 40m,559.8,649.8,1106.3,1119.8,1236.3
4,19-05-23 13:05:48,DY7098,LAX,ARN,08/31/19,20:00,00:40 +2,1180,1,DY4314,Paris,6h 30m,575.9,665.9,1229.3,1255.9,1429.3
0,19-05-23 13:05:48,DY7084,LAX,ARN,09/01/19,20:30,19:00 +1,810,1,DY822,Oslo,2h 15m,516,606,1015.1,1576,1645.1
1,19-05-23 13:05:48,DY7084,LAX,ARN,09/01/19,20:30,20:30 +1,900,1,DY4122,Oslo,3h 45m,516,606,1015.1,1576,1645.1
2,19-05-23 13:05:48,DI7096,LAX,ARN,09/01/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,521.4,611.4,1106.3,1411.4,1516.3
3,19-05-23 13:05:48,DY7098,LAX,ARN,09/01/19,22:15,00:40 +2,1045,1,DY4314,Paris,4h 15m,478.4,568.4,1229.3,1238.4,1429.3
4,19-05-23 13:05:48,DI7096,LAX,ARN,09/01/19,19:30,23:15 +1,1125,1,D82858,London,6h 0m,468.8,558.8,1013.1,1358.8,1423.1
5,19-05-23 13:05:48,DY7110,LAX,ARN,09/01/19,20:00,23:45 +1,1125,1,DY4254,Barcelona,4h 15m,550.8,640.8,1397.8,1600.8,1917.8
0,19-05-23 13:05:48,DY7092,LAX,ARN,09/02/19,18:00,17:05 +1,845,1,DY4162,Copenhagen,2h 15m,353.7,443.7,1056.5,993.7,1386.5
1,19-05-23 13:05:48,DY7092,LAX,ARN,09/02/19,18:00,18:20 +1,920,1,D83212,Copenhagen,3h 30m,353.7,443.7,1056.5,993.7,1386.5
2,19-05-23 13:05:48,DI7096,LAX,ARN,09/02/19,19:40,20:20 +1,940,1,D82856,London,3h 0m,428.8,518.8,1013.1,1078.8,1143.1
3,19-05-23 13:05:48,DY7092,LAX,ARN,09/02/19,18:00,20:10 +1,1030,1,D8231,Copenhagen,5h 20m,353.7,443.7,1056.5,993.7,1386.5
4,19-05-23 13:05:48,DY7098,LAX,ARN,09/02/19,22:15,00:40 +2,1045,1,DY4314,Paris,4h 15m,438.4,528.4,1229.3,1238.4,1429.3
5,19-05-23 13:05:48,DI7096,LAX,ARN,09/02/19,19:40,23:15 +1,1115,1,D82858,London,5h 55m,428.8,518.8,1013.1,1078.8,1143.1
0,19-05-23 13:05:48,DY7088,LAX,ARN,09/03/19,18:50,14:25 +1,635,0,,,,339.9,429.9,859.9,889.9,1189.9
1,19-05-23 13:05:48,DI7096,LAX,ARN,09/03/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,428.8,518.8,1013.1,788.8,1143.1
2,19-05-23 13:05:48,DI7096,LAX,ARN,09/03/19,19:30,23:15 +1,1125,1,D82858,London,6h 5m,428.8,518.8,1013.1,788.8,1143.1
3,19-05-23 13:05:48,DY7098,LAX,ARN,09/03/19,20:00,00:40 +2,1180,1,DY4314,Paris,6h 30m,438.4,528.4,1229.3,1238.4,1429.3
0,19-05-23 13:05:48,DY7084,LAX,ARN,09/04/19,19:40,17:30 +1,770,1,DY4116,Oslo,1h 35m,466,556,1015.1,976,1345.1
1,19-05-23 13:05:48,DY7084,LAX,ARN,09/04/19,19:40,19:00 +1,860,1,DY822,Oslo,3h 5m,466,556,1015.1,976,1345.1
